enrollment_id,student_id,course_id,enrollment_date,completion_status,progress_percent
85481,16902,143,2024-02-22,Dropped,64.0
85482,5278,31,2024-03-23,Completed,66.0
85483,14922,125,2024-04-03,Dropped,3.0
85484,29342,19,2025-06-02,Completed,54.0
85485,26697,174,2025-12-10,Completed,75.0
85486,5254,117,2024-10-03,Dropped,24.0
85487,26752,42,2025-05-08,Dropped,33.0
85488,16109,75,2025-01-29,In Progress,48.0
85489,27974,149,2024-06-13,Dropped,13.0
85490,9940,44,2025-06-21,Completed,71.0
85491,13009,123,2024-05-23,Completed,94.0
85492,7554,137,2025-09-13,Completed,28.0
85493,27138,159,2024-05-16,Completed,46.0
85494,3082,17,2024-03-07,In Progress,64.0
85495,17469,135,2025-09-25,Completed,67.0
85496,8705,190,2024-06-13,Dropped,99.0
85497,18722,106,2024-06-20,Completed,83.0
85498,13039,121,2025-12-27,Dropped,81.0
85499,12021,20,2025-11-18,Completed,33.0
85500,17188,146,2024-12-01,Completed,20.0
85501,8360,152,2025-08-19,Completed,70.0
85502,13683,104,2025-03-12,Dropped,98.0
85503,916,81,2025-05-06,Completed,7.0
85504,9440,112,2026-01-04,Dropped,56.0
85505,5688,137,2024-03-30,Completed,67.0
85506,16401,38,2025-01-09,Completed,15.0
85507,20135,190,2025-09-26,Completed,90.0
85508,1494,32,2025-10-07,In Progress,6.0
85509,133,5,2024-12-04,Completed,4.0
85510,11073,8,2024-03-07,In Progress,1.0
85511,19167,191,2025-02-15,In Progress,12.0
85512,25618,110,2024-09-16,Completed,34.0
85513,22597,39,2025-05-27,Dropped,26.0
85514,8254,55,2024-03-14,In Progress,48.0
85515,21831,94,2025-02-26,Completed,44.0
85516,2446,171,2024-06-21,Completed,11.0
85517,15239,64,2025-06-09,Completed,68.0
85518,23646,150,2025-02-24,Completed,94.0
85519,20881,28,2025-11-30,Dropped,32.0
85520,16781,195,2025-03-15,Dropped,46.0
85521,27032,175,2025-10-09,Completed,99.0
85522,29156,187,2026-01-28,Completed,23.0
85523,25407,147,2025-10-14,Dropped,100.0
85524,28306,140,2024-06-14,Dropped,16.0
85525,23703,164,2024-03-13,Dropped,2.0
85526,2454,72,2024-10-09,Dropped,59.0
85527,1561,131,2026-02-03,Completed,16.0
85528,7980,197,2025-11-14,Completed,74.0
85529,26905,86,2025-06-30,Completed,13.0
85530,24164,189,2024-08-18,Dropped,42.0
85531,9109,112,2024-05-13,Completed,5.0
85532,24176,181,2024-03-04,Completed,68.0
85533,4078,188,2025-07-13,Completed,91.0
85534,8989,61,2024-11-15,Dropped,49.0
85535,11836,11,2026-02-14,Completed,24.0
85536,22005,14,2025-10-05,Completed,21.0
85537,18942,170,2024-03-24,Dropped,88.0
85538,8072,54,2024-09-17,Completed,77.0
85539,28790,143,2025-10-28,Completed,27.0
85540,14853,188,2026-01-08,Completed,9.0
85541,706,100,2024-06-28,In Progress,10.0
85542,24756,127,2025-03-13,Completed,9.0
85543,2455,1,2025-06-11,Dropped,61.0
85544,29058,26,2025-02-17,Completed,23.0
85545,1238,116,2025-11-25,In Progress,39.0
85546,13141,90,2026-02-07,Completed,13.0
85547,22636,67,2024-11-06,Dropped,58.0
85548,18044,177,2025-02-12,In Progress,5.0
85549,13745,180,2026-02-16,Completed,16.0
85550,7633,55,2024-03-16,Completed,70.0
85551,6312,93,2024-04-21,Completed,48.0
85552,29885,140,2025-06-18,Dropped,36.0
85553,26399,191,2025-01-16,Completed,33.0
85554,8281,23,2025-06-12,In Progress,34.0
85555,11655,16,2025-03-26,Completed,28.0
85556,20505,147,2024-08-07,Dropped,24.0
85557,15314,13,2025-09-17,Dropped,62.0
85558,10336,77,2025-07-12,Completed,14.0
85559,2170,177,2025-11-16,Dropped,59.0
85560,10938,139,2024-10-19,Dropped,8.0
85561,1597,3,2024-11-01,Completed,11.0
85562,1352,170,2024-06-11,Completed,20.0
85563,29710,144,2025-01-06,Completed,88.0
85564,23920,160,2025-09-07,Completed,28.0
85565,16518,192,2025-02-21,Dropped,98.0
85566,19575,159,2025-05-22,Dropped,16.0
85567,17943,120,2024-10-25,Completed,39.0
85568,19535,157,2025-03-23,Completed,82.0
85569,2006,158,2025-04-21,Completed,
85570,8868,100,2025-08-15,Completed,97.0
85571,963,23,2026-02-16,Completed,86.0
85572,6573,20,2025-02-08,Completed,87.0
85573,14764,20,2025-01-30,Dropped,23.0
85574,24969,193,2024-10-31,Completed,55.0
85575,8645,16,2025-01-08,In Progress,68.0
85576,21632,25,2024-07-15,In Progress,0.0
85577,16396,96,2024-09-22,Completed,61.0
85578,24285,37,2026-02-02,Dropped,54.0
85579,4161,181,2025-10-30,Completed,33.0
85580,3809,34,2024-12-11,Completed,67.0
85581,8725,73,2025-08-24,Dropped,92.0
85582,18110,160,2025-03-18,In Progress,87.0
85583,13333,142,2024-07-31,Dropped,24.0
85584,19035,106,2024-10-02,Completed,37.0
85585,29186,116,2025-01-20,Dropped,32.0
85586,11656,132,2025-07-06,In Progress,51.0
85587,14732,62,2024-11-13,Completed,12.0
85588,13974,20,2025-03-26,Completed,36.0
85589,11185,146,2024-08-18,In Progress,56.0
85590,26633,99,2024-04-11,Dropped,91.0
85591,24236,21,2025-09-29,Completed,80.0
85592,28582,46,2025-02-16,Completed,49.0
85593,24413,114,2024-08-29,Dropped,82.0
85594,27395,122,2025-03-13,Completed,90.0
85595,29526,99,2025-03-29,Dropped,11.0
85596,10052,50,2024-09-11,Dropped,90.0
85597,6109,32,2025-08-09,Completed,96.0
85598,13289,132,2024-12-27,Completed,53.0
85599,18893,165,2026-01-27,In Progress,68.0
85600,29400,154,2025-08-21,Dropped,81.0
85601,16000,35,2025-05-25,Completed,21.0
85602,9346,144,2025-07-18,Dropped,75.0
85603,13699,106,2025-05-23,Completed,82.0
85604,18063,145,2024-04-28,Completed,72.0
85605,1752,104,2024-08-03,In Progress,88.0
85606,7730,137,2024-09-01,Completed,30.0
85607,27034,181,2024-08-30,In Progress,23.0
85608,14472,192,2026-02-14,Dropped,9.0
85609,3688,156,2024-08-09,Dropped,76.0
85610,4789,158,2024-07-27,Completed,60.0
85611,11247,108,2025-08-04,In Progress,41.0
85612,10757,122,2024-12-15,In Progress,31.0
85613,6856,127,2025-10-05,Completed,57.0
85614,4270,124,2024-10-15,In Progress,48.0
85615,27687,186,2026-02-06,Dropped,99.0
85616,7534,148,2024-09-10,In Progress,27.0
85617,29472,194,2025-05-02,Completed,35.0
85618,13151,134,2025-06-11,Completed,59.0
85619,24380,184,2025-08-16,In Progress,73.0
85620,6270,55,2025-08-11,Dropped,2.0
85621,26568,169,2025-04-30,Completed,72.0
85622,11793,131,2024-12-29,In Progress,65.0
85623,15099,103,2024-10-25,Completed,88.0
85624,1152,94,2024-10-06,Dropped,2.0
85625,14231,93,2025-12-27,Dropped,85.0
85626,10727,60,2025-08-17,Completed,28.0
85627,13042,43,2025-04-22,In Progress,2.0
85628,13773,35,2025-04-13,Completed,66.0
85629,15289,63,2025-10-28,Dropped,89.0
85630,25772,72,2024-02-22,Completed,15.0
85631,20815,34,2025-02-23,Dropped,74.0
85632,10541,197,2025-05-14,Completed,64.0
85633,12892,162,2024-09-04,Completed,61.0
85634,20656,182,2024-05-09,In Progress,26.0
85635,23774,65,2025-05-04,Completed,99.0
85636,5647,37,2026-01-06,Completed,22.0
85637,19110,61,2025-02-02,Completed,89.0
85638,18312,92,2025-02-20,Completed,
85639,16046,155,2025-11-08,Completed,4.0
85640,8701,89,2024-10-03,Completed,86.0
85641,6479,87,2024-12-12,Completed,0.0
85642,24294,198,2025-08-21,Completed,88.0
85643,17075,88,2025-03-30,In Progress,78.0
85644,13986,139,2025-06-12,In Progress,0.0
85645,21796,59,2026-01-15,In Progress,43.0
85646,21524,35,2025-10-04,Completed,94.0
85647,10092,17,2024-03-03,Completed,100.0
85648,23053,122,2025-10-12,Completed,12.0
85649,3628,14,2024-03-19,Dropped,82.0
85650,1581,150,2024-05-17,Completed,19.0
85651,15663,154,2025-04-26,Dropped,78.0
85652,23061,100,2025-07-18,Dropped,38.0
85653,5999,92,2024-09-19,In Progress,86.0
85654,16791,98,2026-02-05,Completed,86.0
85655,25134,63,2024-04-05,Dropped,82.0
85656,17155,50,2024-03-30,Completed,80.0
85657,15062,105,2024-12-01,In Progress,20.0
85658,5725,105,2024-09-29,Completed,73.0
85659,3806,120,2024-09-18,In Progress,13.0
85660,18880,51,2025-07-06,Completed,72.0
85661,15704,98,2026-01-22,Dropped,11.0
85662,2393,174,2024-11-06,Dropped,56.0
85663,12236,74,2025-02-25,Completed,43.0
85664,16818,77,2024-05-04,Dropped,88.0
85665,1172,124,2024-09-15,Completed,37.0
85666,7649,99,2025-03-05,Dropped,24.0
85667,3222,188,2024-04-14,In Progress,6.0
85668,19837,21,2025-12-27,In Progress,44.0
85669,7470,149,2024-03-11,Dropped,92.0
85670,27680,176,2024-06-25,In Progress,95.0
85671,20853,3,2024-05-02,Completed,33.0
85672,27379,165,2026-01-05,Completed,13.0
85673,1050,7,2024-12-08,Dropped,9.0
85674,16684,117,2024-12-29,In Progress,45.0
85675,24519,63,2025-08-08,Completed,67.0
85676,24840,10,2024-06-04,Dropped,12.0
85677,23869,120,2025-04-06,Completed,91.0
85678,20235,90,2025-11-19,Dropped,42.0
85679,6843,154,2025-12-21,Completed,40.0
85680,19176,102,2024-02-29,In Progress,10.0
85681,16912,127,2024-02-24,Completed,53.0
85682,17257,61,2025-06-15,Completed,40.0
85683,28612,137,2024-08-02,Completed,37.0
85684,23243,152,2025-02-21,Completed,47.0
85685,19210,43,2024-02-25,Dropped,51.0
85686,11515,70,2025-05-21,Completed,20.0
85687,20027,15,2024-07-10,Completed,89.0
85688,18997,170,2024-08-12,Dropped,73.0
85689,7645,70,2025-04-06,Completed,97.0
85690,27177,59,2025-03-10,In Progress,9.0
85691,27141,28,2024-04-30,Dropped,67.0
85692,20483,105,2025-03-31,Dropped,98.0
85693,14797,115,2025-06-24,Dropped,45.0
85694,7632,8,2025-01-08,Completed,82.0
85695,2921,129,2025-01-04,In Progress,88.0
85696,5704,191,2024-12-26,Completed,82.0
85697,9500,55,2025-09-26,Completed,42.0
85698,7064,180,2024-09-20,Dropped,100.0
85699,28838,83,2025-09-05,In Progress,85.0
85700,21058,74,2024-04-10,Dropped,8.0
85701,14654,37,2025-12-12,In Progress,46.0
85702,7430,199,2025-09-26,Dropped,13.0
85703,4883,160,2026-02-08,Dropped,44.0
85704,2706,165,2025-10-28,Completed,36.0
85705,16446,188,2024-05-26,Dropped,19.0
85706,10278,103,2025-01-29,In Progress,51.0
85707,20952,11,2024-06-20,Completed,76.0
85708,13607,120,2024-12-08,Dropped,41.0
85709,7956,108,2024-06-14,Completed,0.0
85710,29400,77,2024-10-17,Dropped,56.0
85711,6712,96,2024-02-24,Dropped,26.0
85712,18871,148,2024-12-31,Completed,50.0
85713,17787,25,2024-09-23,In Progress,47.0
85714,3202,69,2025-04-14,Completed,89.0
85715,15076,117,2024-09-17,Completed,55.0
85716,10851,28,2024-07-05,Completed,29.0
85717,24711,71,2024-10-18,Completed,62.0
85718,13244,22,2025-02-13,Completed,17.0
85719,16030,132,2025-08-17,Completed,43.0
85720,16419,163,2024-10-18,In Progress,82.0
85721,5415,19,2025-10-03,Completed,89.0
85722,27563,16,2024-09-15,Completed,66.0
85723,13200,197,2024-06-07,Completed,82.0
85724,656,170,2024-07-02,Dropped,55.0
85725,10136,122,2025-01-15,Dropped,33.0
85726,24974,137,2025-11-18,In Progress,96.0
85727,29712,161,2024-12-30,Dropped,82.0
85728,21792,19,2025-01-02,In Progress,25.0
85729,17844,166,2024-06-24,Completed,72.0
85730,5959,162,2025-02-08,Completed,100.0
85731,16217,72,2024-06-26,Completed,2.0
85732,9303,126,2026-01-13,Completed,26.0
85733,7113,29,2025-12-06,Completed,69.0
85734,20069,198,2024-05-13,Completed,83.0
85735,9632,198,2025-03-22,Completed,74.0
85736,29739,106,2025-02-04,Completed,43.0
85737,29398,101,2024-09-08,Dropped,33.0
85738,10258,1,2024-04-23,Dropped,67.0
85739,11690,129,2024-03-29,Dropped,16.0
85740,24189,182,2025-09-23,Dropped,47.0
85741,7359,80,2025-04-21,In Progress,47.0
85742,12375,67,2026-02-20,Dropped,47.0
85743,12507,161,2024-06-25,In Progress,74.0
85744,3042,16,2026-01-06,Completed,84.0
85745,11913,90,2025-04-17,Dropped,100.0
85746,3217,125,2025-07-02,Completed,15.0
85747,7941,186,2025-01-20,Completed,72.0
85748,8590,187,2025-12-30,Dropped,3.0
85749,13010,189,2025-02-18,Dropped,15.0
85750,15000,55,2024-08-24,Completed,1.0
85751,24947,29,2025-03-18,Completed,27.0
85752,11721,177,2025-02-22,Completed,86.0
85753,29343,170,2025-10-20,In Progress,18.0
85754,13653,51,2025-05-05,Dropped,94.0
85755,16867,106,2025-02-16,Dropped,74.0
85756,703,48,2025-07-26,In Progress,58.0
85757,17920,113,2026-01-02,Completed,35.0
85758,25361,25,2025-08-05,Completed,37.0
85759,20740,74,2024-05-09,Dropped,81.0
85760,29831,169,2024-03-16,Dropped,74.0
85761,7811,52,2024-08-19,Completed,69.0
85762,28585,38,2024-05-15,Completed,75.0
85763,2816,189,2025-06-21,In Progress,57.0
85764,7903,110,2024-12-12,Completed,97.0
85765,13205,133,2025-01-30,Completed,21.0
85766,17468,7,2024-06-18,In Progress,58.0
85767,2043,117,2024-04-05,Dropped,70.0
85768,10494,199,2024-10-03,Completed,76.0
85769,846,79,2024-10-28,In Progress,65.0
85770,9772,77,2025-05-15,Completed,72.0
85771,29403,124,2025-10-14,Completed,17.0
85772,5542,38,2024-09-16,Dropped,14.0
85773,8215,10,2026-01-23,Dropped,50.0
85774,16842,122,2026-01-19,Completed,54.0
85775,12477,192,2025-08-03,In Progress,24.0
85776,24725,139,2025-08-11,Completed,34.0
85777,22002,5,2025-03-17,Completed,13.0
85778,25136,125,2025-04-15,In Progress,14.0
85779,3595,29,2024-02-29,Dropped,85.0
85780,2957,54,2024-05-01,Completed,
85781,29833,8,2024-07-05,Dropped,65.0
85782,14830,10,2024-08-13,Dropped,6.0
85783,19151,141,2025-05-08,Completed,60.0
85784,4787,73,2025-06-02,In Progress,91.0
85785,13762,46,2026-01-19,In Progress,52.0
85786,5336,17,2025-07-27,Dropped,19.0
85787,10189,99,2024-10-01,Completed,73.0
85788,10072,15,2024-05-13,Completed,72.0
85789,19991,66,2025-10-07,Completed,97.0
85790,26098,57,2025-09-27,Dropped,48.0
85791,19234,78,2025-02-14,Dropped,0.0
85792,707,113,2024-05-23,Dropped,8.0
85793,26830,71,2024-12-13,Dropped,34.0
85794,5786,1,2024-03-13,Completed,75.0
85795,18749,155,2025-01-21,Completed,96.0
85796,12993,113,2024-02-28,In Progress,56.0
85797,93,11,2025-12-31,Dropped,66.0
85798,524,19,2025-12-12,Dropped,35.0
85799,5381,157,2026-02-17,In Progress,33.0
85800,1340,199,2025-03-25,In Progress,52.0
85801,17203,151,2024-08-02,In Progress,89.0
85802,28905,13,2024-07-24,Dropped,31.0
85803,9799,100,2024-09-23,Completed,58.0
85804,11875,3,2024-05-01,Completed,78.0
85805,13127,193,2025-02-14,In Progress,46.0
85806,7983,195,2025-10-09,Dropped,95.0
85807,27609,141,2025-07-14,Dropped,0.0
85808,26720,53,2025-04-17,Completed,6.0
85809,21631,47,2024-07-12,Completed,65.0
85810,29596,154,2024-09-16,In Progress,54.0
85811,19627,52,2025-05-20,Completed,4.0
85812,1020,93,2026-02-16,Completed,90.0
85813,2010,71,2024-03-09,Completed,83.0
85814,27705,108,2025-01-18,In Progress,55.0
85815,12513,111,2024-05-02,Dropped,61.0
85816,14921,131,2024-06-23,Completed,0.0
85817,9635,42,2025-10-10,In Progress,51.0
85818,24210,91,2025-07-15,Dropped,31.0
85819,22468,23,2024-12-28,Completed,20.0
85820,4947,103,2024-06-19,Dropped,91.0
85821,22726,60,2024-04-04,Completed,42.0
85822,4193,120,2025-03-11,Completed,25.0
85823,4036,46,2025-03-02,Completed,17.0
85824,2785,150,2025-09-14,Completed,74.0
85825,26929,129,2024-04-25,Completed,89.0
85826,2052,62,2025-07-01,In Progress,98.0
85827,5845,11,2025-01-08,Completed,92.0
85828,2076,183,2025-06-25,Completed,22.0
85829,18496,196,2025-04-10,Dropped,84.0
85830,7943,60,2024-07-20,Dropped,41.0
85831,8776,75,2025-10-30,In Progress,82.0
85832,23907,184,2024-03-09,Completed,40.0
85833,9356,62,2025-10-02,Dropped,86.0
85834,24403,145,2025-05-30,In Progress,61.0
85835,9386,192,2024-05-03,Dropped,99.0
85836,5364,117,2025-07-09,In Progress,99.0
85837,7590,18,2025-04-06,Completed,30.0
85838,3346,102,2025-11-27,Completed,34.0
85839,18204,181,2024-06-02,Dropped,21.0
85840,22208,132,2025-04-18,Dropped,6.0
85841,22310,82,2025-07-06,Completed,46.0
85842,4192,175,2024-09-11,Dropped,83.0
85843,22075,191,2025-11-10,Completed,71.0
85844,20318,179,2024-02-24,Completed,66.0
85845,19030,139,2024-11-01,Completed,33.0
85846,17970,100,2025-10-21,In Progress,16.0
85847,9925,138,2025-05-26,Dropped,31.0
85848,29948,9,2025-12-13,Completed,12.0
85849,13691,31,2026-01-15,Dropped,6.0
85850,6123,7,2025-06-21,Dropped,82.0
85851,6855,44,2025-07-12,Completed,50.0
85852,26499,32,2025-03-05,In Progress,6.0
85853,27575,50,2025-04-24,In Progress,10.0
85854,19219,145,2025-10-13,Completed,79.0
85855,23276,159,2024-10-28,In Progress,6.0
85856,28690,31,2025-03-21,In Progress,7.0
85857,17054,83,2025-05-09,In Progress,5.0
85858,10223,101,2024-11-30,Completed,92.0
85859,13364,190,2025-09-04,Dropped,75.0
85860,29948,132,2024-12-24,Completed,1.0
85861,12792,57,2024-05-18,Completed,13.0
85862,28133,94,2025-11-25,Completed,50.0
85863,840,11,2025-02-13,Completed,32.0
85864,29686,21,2025-03-21,In Progress,49.0
85865,23453,150,2024-09-26,In Progress,29.0
85866,21484,28,2025-02-17,Dropped,14.0
85867,18429,159,2024-06-30,In Progress,67.0
85868,25233,186,2026-02-10,In Progress,10.0
85869,14995,56,2025-12-07,Completed,36.0
85870,24760,161,2024-05-20,In Progress,0.0
85871,3086,48,2025-12-19,Completed,39.0
85872,5904,20,2026-02-10,Dropped,14.0
85873,26303,2,2026-01-07,In Progress,35.0
85874,10831,59,2025-02-25,Dropped,100.0
85875,12644,67,2025-09-23,Dropped,28.0
85876,3602,74,2025-07-23,Completed,74.0
85877,26600,78,2024-10-15,Completed,6.0
85878,1381,57,2024-10-10,Dropped,17.0
85879,3807,72,2024-10-01,Completed,88.0
85880,5361,63,2025-03-30,Completed,14.0
85881,7720,194,2025-08-21,In Progress,56.0
85882,12301,14,2026-01-12,Dropped,45.0
85883,25929,106,2025-11-28,Dropped,64.0
85884,26350,26,2025-04-07,In Progress,13.0
85885,27456,104,2024-06-05,Completed,85.0
85886,7089,63,2024-05-31,Completed,66.0
85887,15990,104,2025-10-26,In Progress,29.0
85888,17894,27,2026-01-10,Dropped,95.0
85889,1863,30,2025-02-01,Dropped,78.0
85890,152,5,2024-11-18,Completed,
85891,1508,143,2025-10-01,Completed,22.0
85892,6427,56,2024-10-26,Completed,15.0
85893,7467,190,2026-01-28,Dropped,17.0
85894,2698,58,2024-06-02,Completed,69.0
85895,17151,184,2025-08-10,Dropped,91.0
85896,2420,140,2025-01-19,Completed,100.0
85897,22461,139,2025-02-27,Completed,30.0
85898,20246,13,2025-12-23,In Progress,15.0
85899,14829,76,2024-10-08,Dropped,49.0
85900,7478,147,2024-06-19,Dropped,46.0
85901,25990,106,2024-09-14,Dropped,23.0
85902,19762,180,2025-09-21,Completed,59.0
85903,27611,46,2024-08-01,Completed,6.0
85904,25388,59,2024-09-17,Completed,78.0
85905,13282,113,2024-05-27,In Progress,72.0
85906,25798,102,2025-05-16,In Progress,44.0
85907,28935,95,2025-02-20,Completed,80.0
85908,1526,28,2024-07-29,Completed,20.0
85909,1571,199,2024-02-22,Dropped,26.0
85910,9310,144,2024-10-18,Completed,59.0
85911,27467,113,2025-09-05,Dropped,72.0
85912,11328,2,2024-07-05,Dropped,66.0
85913,25342,127,2025-06-09,Completed,58.0
85914,20510,160,2025-11-07,Completed,54.0
85915,18874,134,2024-09-09,Completed,20.0
85916,8762,87,2025-07-06,Dropped,55.0
85917,21909,94,2025-08-12,Completed,60.0
85918,15913,142,2025-02-24,Dropped,58.0
85919,8046,185,2025-10-16,Completed,83.0
85920,1931,16,2025-06-26,Completed,14.0
85921,17478,61,2025-04-02,Completed,14.0
85922,26323,13,2024-10-02,Dropped,22.0
85923,29999,197,2024-11-25,Dropped,69.0
85924,14489,112,2025-10-04,Completed,13.0
85925,8992,74,2024-04-23,Completed,57.0
85926,24475,94,2024-08-14,Dropped,13.0
85927,23726,188,2025-04-02,Completed,25.0
85928,5645,15,2025-08-28,Completed,20.0
85929,26033,179,2024-06-06,Dropped,35.0
85930,12250,105,2026-01-19,Dropped,54.0
85931,4467,70,2025-06-23,Completed,1.0
85932,29714,119,2024-12-22,Completed,83.0
85933,22994,20,2025-11-20,Completed,42.0
85934,1513,69,2024-12-23,Completed,47.0
85935,19966,55,2025-02-04,Completed,82.0
85936,12739,192,2024-10-14,Completed,92.0
85937,2010,107,2025-03-13,Dropped,59.0
85938,7339,8,2025-06-23,Completed,87.0
85939,29438,119,2025-09-30,Completed,21.0
85940,12080,74,2024-07-24,Completed,15.0
85941,3791,29,2025-11-10,In Progress,68.0
85942,2406,179,2025-01-27,Dropped,91.0
85943,14234,135,2025-02-18,Completed,12.0
85944,23401,159,2024-08-19,Completed,82.0
85945,17345,93,2025-02-02,Completed,100.0
85946,9166,2,2025-03-08,Completed,71.0
85947,6067,84,2025-12-18,Dropped,
85948,12643,104,2024-10-25,Completed,11.0
85949,17398,199,2025-01-10,Dropped,5.0
85950,28553,110,2025-02-06,Dropped,93.0
85951,26075,114,2024-07-15,Dropped,61.0
85952,13033,26,2024-12-15,Completed,43.0
85953,20640,183,2024-10-01,Dropped,67.0
85954,6725,50,2025-01-31,Dropped,49.0
85955,19001,14,2025-07-18,Dropped,72.0
85956,8894,181,2024-03-05,Dropped,96.0
85957,18528,150,2025-07-09,Dropped,93.0
85958,24223,106,2025-01-04,Completed,18.0
85959,25286,48,2025-05-03,In Progress,53.0
85960,18485,114,2025-01-08,Completed,56.0
85961,21816,15,2024-12-15,Completed,26.0
85962,23775,41,2024-11-15,In Progress,66.0
85963,2860,148,2026-01-15,Completed,5.0
85964,28988,90,2024-03-08,Dropped,51.0
85965,11431,176,2026-01-27,Completed,45.0
85966,6151,106,2024-11-21,Dropped,63.0
85967,24500,149,2025-10-17,Dropped,92.0
85968,16074,159,2024-11-15,Completed,8.0
85969,10736,174,2025-07-15,Dropped,73.0
85970,24049,33,2025-10-15,Completed,25.0
85971,19197,40,2026-01-19,In Progress,60.0
85972,21087,69,2025-08-20,In Progress,4.0
85973,5933,109,2024-05-02,Dropped,30.0
85974,14981,161,2024-12-17,In Progress,38.0
85975,28448,188,2026-02-04,Completed,8.0
85976,17065,23,2024-05-24,Completed,95.0
85977,21640,149,2025-11-10,Dropped,38.0
85978,28244,167,2024-05-17,Completed,41.0
85979,24298,31,2024-10-10,Dropped,83.0
85980,16553,123,2025-04-27,Completed,78.0
85981,25078,94,2025-07-03,Dropped,23.0
85982,22119,199,2024-08-12,Dropped,14.0
85983,5066,20,2024-09-09,Dropped,
85984,14858,193,2024-05-16,Completed,1.0
85985,6650,16,2024-12-03,Completed,94.0
85986,11784,165,2024-05-09,Completed,70.0
85987,13009,152,2024-05-29,In Progress,43.0
85988,26676,173,2025-04-24,Completed,54.0
85989,8038,162,2025-06-16,In Progress,13.0
85990,17588,84,2025-03-05,Completed,1.0
85991,1267,117,2025-01-18,Completed,84.0
85992,13005,8,2024-06-11,Completed,23.0
85993,2597,75,2024-10-15,In Progress,1.0
85994,1828,67,2024-09-05,Completed,24.0
85995,18069,58,2026-02-02,Completed,2.0
85996,21420,51,2025-12-19,In Progress,50.0
85997,26543,168,2025-04-20,Completed,100.0
85998,27230,147,2025-10-21,Dropped,93.0
85999,14575,191,2025-12-20,Completed,64.0
86000,29075,180,2025-05-06,In Progress,5.0
86001,12541,132,2025-03-05,In Progress,50.0
86002,21224,89,2024-10-03,In Progress,4.0
86003,4687,33,2025-10-22,Completed,91.0
86004,20120,199,2025-01-21,Dropped,66.0
86005,5994,26,2024-07-20,Completed,55.0
86006,28621,16,2024-03-28,Completed,5.0
86007,29528,51,2025-11-17,Completed,86.0
86008,6835,140,2024-08-10,In Progress,86.0
86009,11521,95,2025-03-28,Dropped,22.0
86010,18539,88,2025-12-11,In Progress,63.0
86011,6930,123,2025-06-06,Completed,23.0
86012,21107,136,2024-10-18,In Progress,30.0
86013,25298,101,2025-06-15,Completed,77.0
86014,26547,12,2025-11-23,Dropped,49.0
86015,7975,164,2025-11-20,Dropped,20.0
86016,25573,80,2025-10-05,Dropped,7.0
86017,23534,176,2025-01-19,In Progress,92.0
86018,1211,33,2024-03-15,Dropped,47.0
86019,4363,101,2025-09-20,In Progress,13.0
86020,28828,8,2025-02-08,In Progress,76.0
86021,22155,27,2024-05-11,Dropped,11.0
86022,12213,30,2025-06-24,Dropped,81.0
86023,23392,12,2025-03-25,Completed,70.0
86024,19618,13,2025-01-26,In Progress,48.0
86025,4793,73,2024-08-12,Completed,84.0
86026,11625,107,2026-01-09,Completed,29.0
86027,2048,89,2024-06-29,Dropped,94.0
86028,24833,25,2025-07-29,In Progress,33.0
86029,1167,172,2025-12-24,Completed,78.0
86030,2968,80,2025-06-24,In Progress,63.0
86031,1960,74,2024-11-18,Completed,1.0
86032,5049,134,2025-10-09,Dropped,43.0
86033,22526,40,2025-09-29,Completed,93.0
86034,16322,187,2026-02-07,Completed,46.0
86035,3142,31,2025-06-22,Dropped,60.0
86036,21442,129,2024-09-30,Dropped,56.0
86037,21457,142,2024-10-03,Dropped,7.0
86038,3015,116,2024-12-11,Completed,93.0
86039,24643,78,2025-04-08,Dropped,85.0
86040,11288,78,2025-09-27,In Progress,39.0
86041,25470,47,2025-08-05,Completed,20.0
86042,19404,96,2025-03-01,Completed,72.0
86043,14034,117,2025-03-31,In Progress,37.0
86044,696,183,2025-11-29,Completed,83.0
86045,5960,144,2025-08-14,Completed,23.0
86046,6444,180,2025-08-13,Completed,8.0
86047,445,53,2026-01-06,Dropped,52.0
86048,1818,176,2024-07-22,Completed,35.0
86049,4417,142,2024-02-29,In Progress,22.0
86050,18177,90,2025-02-18,In Progress,84.0
86051,27772,41,2025-05-04,Completed,100.0
86052,27882,49,2025-07-17,Dropped,36.0
86053,3331,179,2025-06-21,Completed,65.0
86054,21098,140,2025-04-22,Completed,51.0
86055,13508,9,2024-11-16,Dropped,19.0
86056,9944,194,2024-08-27,Completed,43.0
86057,16588,133,2024-10-12,Completed,59.0
86058,9294,194,2025-06-12,Completed,8.0
86059,21480,130,2026-02-17,Completed,19.0
86060,15832,66,2025-07-05,Completed,3.0
86061,29598,115,2025-10-15,Dropped,49.0
86062,1639,21,2025-10-14,Completed,31.0
86063,545,156,2025-12-10,Dropped,
86064,7793,187,2024-11-28,In Progress,64.0
86065,24597,173,2024-11-28,Completed,81.0
86066,17039,180,2026-01-12,Dropped,85.0
86067,13631,173,2025-04-08,Dropped,14.0
86068,23484,158,2025-09-20,Dropped,17.0
86069,28207,196,2025-07-31,Completed,16.0
86070,4832,143,2024-05-18,Completed,79.0
86071,18149,160,2025-06-02,Completed,53.0
86072,9973,129,2026-01-01,In Progress,87.0
86073,7775,57,2025-05-31,Dropped,23.0
86074,14017,92,2025-02-07,Dropped,38.0
86075,4915,182,2025-07-12,Dropped,83.0
